Import,Company,Ecosystem,Segment,Official Description,CB Description,Slogan,URL,Tags,Platform,Exit / Conclusion,State,Notes
,Ellerdale,,Semantic Search,"This enables Ellerdale to automatically display trending topics in real-time within categories, e.g. trending people, trending films, trending companies, trending sports, etc. Users can select from over a million individual topics to track in real-time. The latest tweets and rss articles are tracked, as well as the most discussed URLs that match the topic. The reason Ellerdale is able to do this is that they index the stream using richly described topics that belong to categories, instead of the usual approach of relying on simple keyword strings.",,,ellerdale.com,"semantic search, search",,"Acquired by Flipboard, 7/0",discontinued,
,Collecta,Twitter,Real-time / Intelligent Search,"Collecta monitors the update streams of popular realtime blogs and sites like Twitter, Wordpress, and Flickr, and shows results as they happen. Results can be filtered by status updates, comments, stories, or photos. The entire engine is built around the XMPP standard, which pushes out data on a continual basis, so that for every search you end up watching a stream that keeps updating itself.",,,collecta.com,real-time,,,inactive,
,JustSpotted,Twitter,Real-time / Intelligent Search,"Scoopler has now become JustSpotted, a celebrity-tracking tool, meant to give fans an idea of what their favorite celebrities are up to at any given moment. JustSpotted, like Scoopler, is a data-aggregator, yet JustSpotted collects from Twitter, Facebook, and Foursquare – alongside their own data they'll be collecting from users who actual spot celebrities in the wild. All the information we aggregate is publicly available and you can even do a search on Twitter yourself and find sightings of celebrities. We’re just the first people to organize it on a map and in such a way that it’s easy to consume and ENJOY.",See what any celebrity is up to now,,,,,,inactive,Formerly known as Scoopler
,Twazzup,Twitter,Real-time / Intelligent Search,Twazzup is an online application that searches Twitter for relevant news and information.,,,twazzup.com,,web,,,
,CrowdEye,Twitter,Real-time / Intelligent Search,"CrowdEye is a Twitter Search engine that returns not only recent tweets, but the number of tweets on a subject over time, related news articles, and related keywords.",Twitter search,,crowdeye.com,"real-time search, Twitter search",web,,inactive,Pivoting
no,Pluggd,,,,,,,,,,,
no,Retrevo,,,,,,,,,,,
,LazyFeed,Twitter,Real-time / Intelligent Search,"Lazyfeed is a realtime RSS feeder that indexes tags on the internet to help users follow topics of interest across online information sources, instead of subscribing to specific blogs. The company’s other product is Lazyscope, a Twitter and RSS reader combined into one",realtime topic tracking,,lazyfeed.com,"real-time, discovery, twitter, rss, automated curation, machine learning",web,,inactive?,
,ensembli,,News Aggregation,"Ensembli’s technology scans, filters and collates stories, from across the web, that relate to your interests. The more you read, discard, or even ignore the stories Ensembli finds, the more it’ll be able to locate the stories that you’ll really like. Just to be extra clever, as your tastes change, Ensembli will be able to automagically keep up with you!",News Aggregator,,ensembli.com,news aggregation,,,,"started out as personal news aggregator, tried to switch to providing web site owners analytics but seems kind of dead"
,Surphace,,Content Provision / Recommendation,"Surphace (formerly Sphere) provides contextual content tools that make connections between text, video, photos and ads. Surphace helps online publishers create a more engaging reader experience leading to longer time spent on site and increased PVs per visit along with a new incremental revenue stream. Surphace is currently integrated into over 150,000 leading sites and is live on over 1.2 Billion monthly article pages across the web.",Contextual Content Tools,,,,,"Acquired by AOL, 4/80",$25M,"Sold to Outbrain, 1/11"
,DayLife,,Content Provision / Recommendation,"Daylife is a platform for curating, discovering, and combining high-quality content. Its platform serves some of the world’s best-known media brands and consumer destination websites, including USA Today, Turner Sports, Sky News, and the Washington Post. The Daylife Platform also powers its own popular news and information website at www.daylife.com.",,,daylife.com,"discovery, news aggregator, publisher tools",web,,active,Has pivoted away from a news aggregation site to a suite of publisher tools
,Inform Technologies,,Content Provision / Recommendation,"Inform provides related content for a broad spectrum of online media and information companies including newspapers, magazines, non-traditional publishers, search engines, and portals. Our clients include world-class publishers such as The Washington Post, CNN, NBC, IDG, Newsweek, The Economist, and Conde Nast.  The company support editors and publishers by searching, organizing and linking content so your site can present even greater editorial breadth â€” and win more readers.  While processing millions of pages of content, Inform automatically identifies people, companies, places, organizations and products as they appear in the news; continuously delivering real time, editorially accurate content to the world’s top publishers. Inform’s journalistic technology understands context and recognizes subtle differences in meaning, providing clients with a reliable source of Related Articles and Related Media, as well as Smart Inline Links and Topic Pages.",,,inform.com,,,,active,Tags and builds relationships between content -- lets media companies know what's actually on their site
,Aggregate Knowledge,,Ad Optimization,"Aggregate Knowledge is an IaaS (Infrastructure as a Service) company delivering the neutral data management platform (DMP) on which the world’s largest advertisers make their digital media decisions. The patent-pending AK Platform combines data management and multi-touch attribution to make media accountable helping advertisers, agencies, ad networks, DSPs, SSPs, and publishers manage and exploit all of their data around a single view of the user. The platform automates “trading desk” like features by bundling hardware, software, science, tools, reports, and services into a single, highly scalable offering.",the first pure-play DMP,,aggregateknowledge.com,,,,active,
,Zemanta,,Content Provision / Recommendation,"Zemanta is a tool that looks over your shoulder while you blog and gives you tips and advice, suggests related content and pictures and makes sure your posts get promoted as they deserve to be. We at Zemanta are thinking hard to help make blogging easier for you. We're engineering better creative tools to help you get the most out of your blogging time.",Blogging plug-ins,,zemanta.com,content recommendation,"browser plug-in, blogging engines",,active,
,NewsCred,,Content Provision / Recommendation,"NewsCred is re-inventing the current news model to license, curate and deliver high quality content cheaper, smarter and easier. With over 700+ of the world’s highest quality news sources, NewsCred provides full text news articles, photo and video from sources like Billboard and Forbes, Gawker and The Guardian, The Economist and The Washington Post.",,,,"news curation, newsire",,,active,"basically, simplifies the acquisition of news by licensing all the separate news sources and providing businesses with one platform and api"
,Loud3r,,Content Provision / Recommendation,"The Loud3r platform powers publishers with the web's best real-time content. LOUD3R is an automated, scalable content aggregation platform that finds, filters and publishes the best news, blogs, photos, videos and social media about any topic. We combine semantic search & aggregation technology with human experts to find the hottest, freshest, most relevant content on the web about the things that you REALLY care about.",Semantic Content Services,,loud3r.com,"content aggregation, natural language processing, curation, professional publishing",,,Semantic search and aggregation,
,OneSpot,,Content Provision / Recommendation,OneSpot's system finds top stories for a specific topic area by evaluating story linking patterns across the Web. This approach allows providers to complement their content without requiring a large existing archive of previously published work.,Content and story aggregator,,onespot.com,,,,,,
,SezWho,,Commenting,"SezWho is a service which encourages user participation and community engagement on social media sites. This is accomplished through a universal profile widget which provides links to a user’s contributions across the web. When a reader views a particular piece of content that they find interesting, the next question they naturally ask is “who is this person and what else have they contributed?” Using the SezWho plugin they can click through to other contributions made by this user whether they’re blog posts, blog comments, forum contributions, pictures, videos, etc. The end result is a people based content discovery mechanism for viewers and increased page views for hosting sites. SezWho also provides a rating and reputation module which allows viewers to rate content, whereby contributors develop portable, context specific reputations based upon community feedback. Content can then be filtered and tracked based upon ratings.",Social Network Involvement Apps,,cross-platform profiles,,,"Acquired by Echo, 3/09",,"Kept track of user comments across sites, reputations",
no,plista,,Ad network (German),,,,,,,,,,
,BlogGlue,,Content Provision / Recommendation,"Improves SEO and content by including SEO links and contextually relevant content, from own site and from network of blog glue sites",,,bloglue.com,,,,active,,
,nrelate,,Content Provision / Recommendation,"nRelate provides free tools for online publishers to help increase traffic and revenues. Their first product, a related content plugin, analyzes the current page and suggests other relevant articles from the publisher’s own site, their partners, or content marketers.",,,nrelate.com,,,,,,
,Vertical Acuity,,Content Provision / Recommendation,On-site content discovery -- doesn't force you to go to a different site,,,,,,,,,
,OnSwipe,,Content Transformation,"OnSwipe is a platform that provides a way for publishers of all sizes to make their content and advertising a beautiful experience on touch-enabled devices via Web browser. With OnSwipe, media content and advertising will appear and function as they do on native websites and applications, providing a magazine-like experience on touch devices. OnSwipe addresses a growing industry need with tablet use on the rise.",Touch-enabled Publishing Platform,,onswipe.com,,,,,Looks like a suite of tools for converting content to touch-enabled platforms,Company doesn't charge for its product (as of 6/11) instead taking share of ad revenue from its ad-related features
,Ctroo,,Content Recommendation,Ctroo's mission is to create tools to help navigate in the vast oceans of textual data that surround us.,,,ctroo.com,"content discovery, semantic analysis",browser plug-in,,,Company has a splashy-looking website but doesn't seem to have much in the way of a product or interaction with customers,
,SimpleReach,,Content Provision / Recommendation,"Provides Slide widget that slides in at bottom of page and recommends related content on site based on contextual, behavioral, and sentiment analysis, popular posts, and trends in social media.",Conten/ advertising innovation,,simplereach.com,content recommendation,web,,,,
,Apture,,Content Recommendation,"Apture allows publishers and bloggers to link and incorporate several media items into a dynamic layer above their pages. Publishers have to embed a single line of Javascript code into their site and then sign into their Apture account. By highlighting words or phrases Apture allows publishers to link, providing appropriate content to choose between. When the reader clicks a small window opens with related items selected by the publisher. The reader can view the content be it text, video or photos. Readers access these items without leaving the original page",Rich multimedia linking,,apture.com,"content discovery, contextual discovery, instant search, in-page search",,"Acquired by Google, 11/11",,,
,Gravity,,Content Personalization / Optimization,"Gravity's mission is to personalize the internet. Through our applications, Gravity understands people's interests so that our partners can create more relevant experiences for their users. Our goal is to build a smarter internet that helps people sift through the overwhelming amount of information on the web, while delivering a serendipitous experience that exposes them to the breadth and depth of the internet.  Our proprietary ontology and natural language processing algorithms enable us to extract interests from structured and unstructured content with a high degree of accuracy and to systematically build high-precision Interest Graphs for people.",,,gravity.com,"interest graph, content personalization",,,,,
,Google Related,,Content Recommendation,"Similar to Apture, but displays a thin bar at the bottom of the Chrome browser window (or as part of the Google toolbar) that lets users access content that is related to what they're currently browsing",,,google.com/related,"content discovery, contextual discovery, content sharing",browser plug-in,,,,
,PersonalizedMedia,,Content Recommendation,Like apture,,,knewco.com,semantic analysis,,,,formerly knewco,
,Silk,,Real-time / Intelligent Search,"Silk is a web-based platform that allows content creators to provide their content in a more structured manner on the web. We enable users to choose the data they want from the mass of information available, and to view and arrange it in ways that make sense to them.",A new way to create and consume content,,silkapp.com,,,,private beta,Is this kind ofin the same direction as Wolfram Alpha?,
,SocialFlow,,Content Provision / Recommendation,"SocialFlow's optimization helps earn greater attention and engagement by publishing content when your audience is most available and receptive to your Tweets. The result is a greater number of clicks, Retweets, @mentions, @replies and Followers.",Real Time Results,,socialflow.com,"social media optimization, twitter timeing",,,active,,
,ShareThis,,Bookmarking Analytics,"ShareThis is the largest market for sharing and influence across the web, reaching more than 400 million users across nearly 1 million sites. ShareThis makes content more engaging for publishers and marketing more impactful for brands by tapping into its true influence and value. ","shareing network, social influence",,sharethis.com,,,,active,,
,AddThis,,Bookmarking Analytics,"AddThis is the world's largest content sharing platform. It gives end users a simple and easy way to share content across the social web, and provides publishers with increased web traffic and in-depth analytics.",,,addthis.com,,,,active,
,Bit.ly,,"Bookmarking Analytics, Social Media Analysis & Monitoring","bitly helps you collect, organize, shorten and share links. We are currently reinventing how people discover and share content on the web.",URL shortener,,bitly.com,"url shortener, content discovery, social search","web, mobile",,active,
,Delicious,,Social Bookmarking / Discovery,"With Delicious you save, stack and share the web. Instantly save your favorite links, collect your discoveries in stacks, share what you find, and dig deeper into your favorite topics.",,,delicious.com,social bookmarking,web,,active,
,Instapaper,,Personal Curation,A simple tool to save web pages for reading later.,,,instapaper.com,,"web, mobile",,active,
,Tynt,,Social Media Analysis & Monitoring,"In the world of digital advertising, only Tynt can accurately predict consumer behavior on the Web. Through a vast network of publisher partnerships, Tynt sees 3 out of every 4 of the world’s unique Internet users to capture information on their interests and interactions online. This data represents the Interest Graph, and provides an accurate measure of consumer intent. This insight gives advertisers the tools they need to react quickly to new opportunities; to anticipate marketing spend and to realize both short and long term goals. Tynt is the first-of-its-kind ad network to revolutionize online customization, delivering the right message, to the right person, at the right time.",,,tynt.com,interest graph,web,,active,"This is in content sharing tools, but right now is mostly for publishers"
,Shortrr,,Content Guides / Summaries,Social idea curation,,,shortrr.com,"curation, content discovery",,,active,
,StumbleUpon,,Social Bookmarking / Discovery,"StumbleUpon is a discovery engine that finds the best of the web, recommended just for you. StumbleUpon uses positive and negative user ratings to form collaborative opinions on website quality. When users stumble, they will only see pages which friends and like-minded stumblers have recommended. Users often find that the content they discover on StumbleUpon could not have been found using a search engine. People who are passionate about StumbleUpon say they like it because of its serendipitous nature. Users love the surprise factor in what they see next, and the fact that the product has such a high hit rate in delivering interesting new content.",Content Discovery Service,,stumbleupon.com,"content discovery, user curation",,,,
,Flipboard,,Personalized Newspapers,"Flipboard is a digital social magazine that aggregates web links from your social circle, i.e. Twitter and Facebook, and displays the content in magazine form on an iPad.",,,flipboard.com,"content aggregation, social magazine",tablet,,,                                                                                                                         
,Zite,,Personalized Newspapers,Personalized magazine service,,,zite.com,,,"Acquired by CNN, 3/11",,
,News.me,,News Aggregation,Delivers a daily digest of the best tweets and also has an ipad app the focuses on best tweets,,,news.me,,,,,
,Summify,,Personalized Newspapers,"People are increasingly getting their news mainly from the social networks they’re part of, but this is rapidly getting overwhelming. If you’re connected with a few hundred people and companies it’s hard to stay on top of the news they share. There’s currently no way to get the important stuff without going through all your news.  Summify automatically identifies the most important news stories for you across all of your social networks and delivers to you a personalized email digest in your inbox!",Social News Digest and Reader,,summify.com,,,,,
,Editions (AOL),,Personalized Newspapers,"Editions by AOL is a beautiful, new, daily magazine that learns what you like, and what you don't.  It curates the bets articles that match your interests and delivers you a magazine made just for you.",,,editions.com,,,,,
,Spling,,Social Bookmarking / Discovery,"Spling is a social platform focusing on content discovery and media sharing. Our goal is to make sharing and discovering cool and relevant links as easy as possible. We allow users to share any link with anyone in the single click of a button, while creating a repository where they can store and sort their favorite links. Users can share with friends, groups, or the community at large. Simultaneously, we allow the users to explore and consume Internet content filtered through their friends, families, and communities—the people they trust and care about—thus ensuring a guaranteed quality of content.",,,spling.com,,,,,
,Subjot,,Social Bookmarking / Discovery,"Subjot combines your social graph with your interest graph to create a microforum. You assign a subject to every post. You can find posts by subject and create a feed of only the subjects and people you care about. The emphasis on subjects helps you find friends, new and old, who share your interests, enabling you to have more meaningful conversations with them.",Interest-based social network,,subjot.com,interest graph,,,,
,Chime.in,,Social Bookmarking / Discovery,"At Chime.in we’re building the world’s richest interest network. A place to learn and share with others who have the same interests. Where one day, your every interest, no matter how big or small, serious or silly, will have its own vibrant community of people who are just as passionate about it as you are.",,,chime.in,"interest graph, social discovery, interest network",,,,
,Pressly,,Content Transformation,"Pressly is an HTML5 publishing platform that automatically transforms online content, such as RSS feeds and social content, into interactive, cleanly-designed web apps for tablet web browsers. Pressly is currently optimized for the iPad.",,,pressly.com,,,,,
,Wibiya,,Content Provision / Recommendation,Wibiya supports a web toolbar platform that enables blogs and websites to integrate a variety of third party applications. These web applications provide a broad spectrum of services and features that eliminate the userâ€™s need to leave the web page.,,,wibiya.com,toolbar,,"Acquired by Conduit on 4/11, $45M",,
,LocalVox,,Social Media Marketing & CRM,"LocalVox Media Inc (NearSay) is a digital content hub that provides local neighborhood lifestyle news and editorial content. We provide a platform for merchants to have a single online marketing / promotion solution. Merchants can effectively create awareness, drive transactions and manage communication with clients and prospects with simple, integrated tools.",,,localvox.com,,,,,Formerly NearSay
no,Grovo,,,"Grovo produces free and Premium Business video tutorials that cover the Web's most popular and useful sites as well as essential cloud services in social media, productivity, and online marketing. Applications include Facebook Profile, Advertising, and Pages, Google Analytics and Apps, Twitter, Yelp, Basecamp, and LinkedIn. Currently, our library contains over 800 video tutorials, and we produce 20 more every week. The videos are delivered through our proprietary education and training platform, which includes the lesson, pre-written notes, quizzes, and glossary terms.",,,,,,,,
,my6sense,,Content Personalization / Optimization,My6sense brings the good stuff from your digital streams! It's personal - Content is ranked based on what's relevant to you. It's insightful - Empower yourself with the knowledge you'd never want to miss. It's effortless - You don't need to give any feedback at all.,,,my6sense.com,,,,,         
,Genieo,,News Aggregation,"Genieo is a newspaper styled homepage, designed exclusively for you, and featuring personalized news and information specifically relevant to your interests. Offering a new informational experience for all Internet users, Genieo adapts to your online behavior, saves you time and helps discover items of interest to you, all in a process which requires zero management and in which your information remains completely private.",,,genieo.com,"automated curation, automated personalization",,,,
,Cascaad,,Content Recommendation,"Cascaad is a new kind of personalized recommendation engine, helping the right content find users through a deep analysis on social graphs and social stream activity to create a current semantically-rich interest profile and social sphere of influence for a person, that can then be used to surface personally relevant content and ads.",,,cascaad.com,,,,,
,Proximic,,Social Ad Optimization,Proximic precision-matches complex and unstructured online content to the most effective advertisement targeting. At the same time the company helps brand advertisers assess the quality of ad environments for their brand messages. This leads to higher acceptance of online ads for users and advertisers and ultimately brings more revenue into the online ad market place.,,,proximic.com,,,,,
,OpenCalais,,Content Analysis,"The OpenCalais Web Service automatically creates rich semantic metadata for the content you submit in well under a second. Using natural language processing, machine learning and other methods, Calais analyzes your document and finds the entities within it. But, Calais goes well beyond classic entity identification and returns the facts and events hidden within your text as well.",,,opencalais.com,semantic analysis,web,,,
,Alchemy,,Content Analysis,"AlchemyAPI is a product of Orchestr8, a leading provider of semantic tagging and text mining solutions, helping companies enhance, understand, and better-leverage their textual information assets. We provide publishers with the tools and capabilities necessary to compete in today's highly-interconnected global information economy. ",,,,,,,,
,AddToAny,,Bookmarking Analytics,"Add to Any’s “Share/Save” and “Subscribe” widgets let website visitors share and save pages using any service, and subscribe to RSS feeds using any feed reader. Widgets contain a searchable menu of every applicable service, with the most popular displayed by default.",,,addtoany.com,,,"Acquired by Lockerz, 7/11",acquired,
,Trunk.ly,,Social Bookmarking / Discovery,"Trunk.ly automatically collects links when and where you share them, storing them in one place so you can easily find them again with our powerful search. Trunk.ly is the easiest way to save links online.",,,trunk.ly,,,"Acquired by Delicious, 11/11",acquired,
,Symbaloo,,Social Bookmarking / Discovery,"By creating their own favorite webmixes, people can easily access their favorite websites, news feeds, search engines, radio stations and/or widgets. By sharing and publishing their webmixes others can find the best information about all different subjects.",,,symbaloo.com,,,,,
,BlueFin Labs,,Social Media Analysis & Monitoring,"Bluefin Labs is a social TV analytics company providing solutions to brand advertisers, advertising agencies, and TV networks. Bluefin Labs' technology and data enable clients, for the first time, to tap into data at scale that links people's social media commentary to the shows and commercials they watch on TV. Grounded in 15 years of cognitive science and machine learning research at the MIT Media Lab, Bluefin Labs was founded by Deb Roy and Michael Fleischman in 2008 and is headquartered in Cambridge, MA.",,,bluefinlabs.com,"social media, TV analysis, machine learning",TV,,,
,DataSift,,Social Media Analysis & Monitoring,"DataSift solves the problem for developers and companies where they want to easily be able to aggregate and filter the content from Twitter but don’t have the server resources to do this on a per project basis. DataSift gets the full firehose of information so you won’t miss anything either and you don’t need to go through the Twitter app authorization process.  DataSift resolves this by taking the complexity away and providing API’s and notification services to get round this issue. Our interface is drag & drop with the option for developers to use our own filtering language as well.  DataSift resolves this by taking the complexity away and providing API’s and notification services to get round this issue. Our interface is drag & drop with the option for developers to use our own filtering language as well.  Our revenue model is simple, you pay for the volume you consume or have inline advertising within your stream.",,,datasift.com,,,,,
,Bunchify,,Social Bookmarking / Discovery,"Our goal is for you to find people you can really connect with. Bunchify will let you share cool photos, links, or videos with people who actually like what you’re sharing. No more searching for people to follow or trying to add new friends, we will do it all for you. If meeting new people isn’t what you’re looking for, then browse Bunchify and read posts about your favorite interests <– What a great idea. And all in one feed!",StumbleUpon meets Facebbok or Twitter,,bunchify.com,,,,,
,Paper.li,,Personalized Newspapers,"A newspaper built from all the articles, blog posts, videos and photos shared on Twitter or Facebook.",,,paper.li,,,,,
,Hunch,,Social / Intelligent Recommendations,"Hunch is a consumer web application that is building the “taste graph” of the internet, mapping every person on the internet to every entity on the internet and their affinity for that entity. An entity could be a web site, a cookbook, a hotel room, a celebrity, a restaurant, etc.",,,hunch.com,"personalization, recommendations, crowd-sourcing",web,"Acquired by eBay on 11/21/11, $80M",,
,soup.io,,Blogging / Journaling,"With Soup.io, users can upload videos and images as well as post HTML, quotes and text. Users can also import content from Digg, Flickr,Del.ici.ous, YouTube, StumbleUpon, Twitter and others, use a bookmarklet to collect content from around the web, send in posts by email, or repost what they like from their friends.",,,playwho.com,,,,,
,Playwho,,Social Shopping,"PLAYWHO is a social shop-marking service where peoplediscover, recommend and share affordable products",,,playwho.com,social shopping,web,,active,
,Yeay.me,,Social Shopping,"Yeay.me is a place where you can get your personalized recommendations, get advices from your friends and find products at best price.",,,yeay.me,social shopping,,,active,
,Convore,,Commenting,Convore is the best way to communicate with groups in real-time. You can join an existing group or create your own. Then post topics and have conversations with friends about those topics.,,,,,,,,
,Kippt,,Personal Curation,"Kippt makes it easy to save, organize, search and read information you find on the web.",,,kippt.com,"curation, personal, bookmarking",,,active,
,Pearltrees,,Social Bookmarking / Discovery,"Pearltrees is a place to organize, discover and share everything you like on the web.",,,pearltrees.com,"social bookmarking, visualization",,,active,
no,NotJustALabel,,,,,,,,,,,
